job_title,company_name,company_location,time,job_type,work_location,level,experince_years,job_skills,url
"System Engineer / Solution Consultant (CCaaS)","ATSI","New Cairo, Cairo, Egypt","27 days ago","Full Time","Hybrid","Entry Level","0 - 2 Yrs of Exp","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - Software Engineering - EngineeringComputer Science - Pre-sales - Sales Skills - VoIP - Networking","https://wuzzuf.net/jobs/p/q0OenKmkdBou-System-Engineer-Solution-Consultant-CCaaS-ATSI-Cairo-Egypt"
"Presales Manager","Keyloop","Dubai, United Arab Emirates","13 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Sales/Retail - Engineering - Telecom/Technology - Sales - Information Technology (IT) - Presales - Sales Skills - EngineeringComputer Science - Customer Service","https://wuzzuf.net/jobs/p/g/yXCdxX2zmxZe-Presales-Manager-Keyloop-Dubai-United-Arab-Emirates"
"Software Engineer - Desktop Application","Confidential","Nasr City, Cairo, Egypt","30 days ago","Full Time","On-site","Experienced","5 - 7 Yrs of Exp","IT/Software Development - Engineering - Telecom/Technology - Engineering - Other - OOP - Software Development - Development - SQL - Software Engineering - Microsoft SQL Server - Information Technology (IT)","https://wuzzuf.net/jobs/p/ob4B82pEDZfB-Software-Engineer---Desktop-Application-Cairo-Egypt"
"Security and GR Supervisor","Abdul Hadi Abdullah Al-Qahtani & Sons Beverage Company (AQS-PEPSI)","Riyadh, Saudi Arabia","14 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Legal - Engineering - Telecom/Technology - Security - Information Technology (IT)Computer Science - Engineering - CISSP - CISM - Computer Engineering","https://wuzzuf.net/jobs/p/g/9FHrgX3NpyEA-Security-and-GR-Supervisor-Abdul-Hadi-Abdullah-Al-Qahtani-Sons-Beverage-Company-AQS-PEPSI-Riyadh-Saudi-Arabia"
"Senior Business Analyst","Confidential","Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","6 - 10 Yrs of Exp","IT/Software Development - Business Analysis - Information Technology (IT)Computer Science - Analysis - Software - Business Development","https://wuzzuf.net/jobs/p/WMhyvVgFvQ2l-Senior-Business-Analyst-Cairo-Egypt"
"Android developer","MTS-IT","Maadi, Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","3 - 5 Yrs of Exp","IT/Software Development - AndroidComputer Science - Mobile Development - Software Development - Software - Mobile","https://wuzzuf.net/jobs/p/OluG9DOPZ0YY-Android-developer-MTS-IT-Cairo-Egypt"
"Analyst","Manpower","Dubai, United Arab Emirates","15 days ago","Full Time","","Not specified","Computer Science","IT/Software Development - Analyst/Research - Engineering - Telecom/Technology - Analysis - Information Technology (IT)Computer Science - Business Analysis - Finance - Accounting - Microsoft Office","https://wuzzuf.net/jobs/p/g/DUJW8SuMyF8i-Analyst-Manpower-Dubai-United-Arab-Emirates"
"Coding and Programming Teacher","Creatives International Schools ( CIS )","10th of Ramadan City, Sharqia, Egypt","1 month ago","Full Time","On-site","Entry Level","1 - 3 Yrs of Exp","Education/Teaching - Computer Skills - IT - LANScience - Security - Teaching - TrainingComputer Science - computer","https://wuzzuf.net/jobs/p/aZqjIYT9VUtU-Coding-and-Programming-Teacher-Creatives-International-Schools-CIS-Sharqia-Egypt"
"HR ANALYST","Yanbu Aramco Sinopec Refining Company (YASREF)","Yanbu, Saudi Arabia","17 days ago","Full Time","","Experienced","8+ Yrs of Exp","Human Resources - IT/Software Development - Analyst/Research - Human Resources (HR) - Analysis - Microsoft Office - Analyst - ERP - Analytics - Business Administration","https://wuzzuf.net/jobs/p/g/GVYnphE2La7c-HR-ANALYST-Yanbu-Aramco-Sinopec-Refining-Company-YASREF-Yanbu-Saudi-Arabia"
"Entry-Level Remote Administrative Clerk","Aqua SubTec","Dubai, United Arab Emirates","17 days ago","Full Time","","Not specified","computer science","Administration - IT/Software Development - Engineering - Telecom/Technology - administration - information technology (it) - microsoft officecomputer sciencedata entry - management - typing","https://wuzzuf.net/jobs/p/g/SqtkjCNEiLGI-Entry-Level-Remote-Administrative-Clerk-Aqua-SubTec-Dubai-United-Arab-Emirates"
"IT Network Administrator","Roya Developments","Sheraton, Cairo, Egypt","1 month ago","Full Time","Hybrid","Experienced","3 - 9 Yrs of Exp","IT/Software Development - CCNA - Cisco - Computer EngineeringComputer Science - Information Technology (IT) - IT - Network Administration - Networks - Security","https://wuzzuf.net/jobs/p/b4PLGQFU9d5F-IT-Network-Administrator-Roya-Developments-Cairo-Egypt"
"MIS Automation Specialist","Giza Systems","New Cairo, Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","5 - 10 Yrs of Exp","IT/Software Development - Communication - Automation - Database - EnglishComputer Science - Microsoft - MS Office - MIS - Quality Assurance","https://wuzzuf.net/jobs/p/1T88fKcWAtpL-MIS-Automation-Specialist-Giza-Systems-Cairo-Egypt"
"Lab Specialists","INNOVACXESS","Cairo, Egypt","1 month ago","Full Time","On-site","Entry Level","0 - 3 Yrs of Exp","R&D/Science - Medical/Healthcare - Chemistry - Biology - Healthcare - Lab - MedicalScience","https://wuzzuf.net/jobs/p/FTUfZdwymsKs-Lab-Specialists-INNOVACXESS-Cairo-Egypt"
"Laravel Developer","34ML","Heliopolis, Cairo, Egypt","1 month ago","Full Time","Hybrid","Entry Level","1 - 5 Yrs of Exp","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/TechnologyComputer Science - Software Development - Information Technology (IT) - Software Engineering - MVC - Engineering - Git","https://wuzzuf.net/jobs/p/eYPn2D5plov8-Laravel-Developer-34ML-Cairo-Egypt"
"Senior Investigation Clerk","Dubai Careers - A Smart Dubai Initiative","Dubai, United Arab Emirates","18 days ago","Full Time","","Experienced","computer science","IT/Software Development - Quality - Engineering - Telecom/Technology - information technology (it)computer science - engineering - software developmentdata - technical - treasury","https://wuzzuf.net/jobs/p/g/VuVsgJBx8Rx3-Senior-Investigation-Clerk-Dubai-Careers---A-Smart-Dubai-Initiative-Dubai-United-Arab-Emirates"
"Senior UX/UI Designer","Dimofinf Operations Center","Nasr City, Cairo, Egypt","1 month ago","Full Time","Hybrid","Experienced","3 - 6 Yrs of Exp","Creative/Design/Art - IT/Software Development - Engineering - Telecom/TechnologyComputer Science - Design - front-end - HTML5 - Information Technology (IT) - JavaScript - photoshop","https://wuzzuf.net/jobs/p/WSPbBim82id7-Senior-UXUI-Designer-Dimofinf-Operations-Center-Cairo-Egypt"
"Production Specialist (Packaging)","APEX Pharma","Badr City, Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","3 - 5 Yrs of Exp","Manufacturing/Production - Pharmaceutical - Pharmacy - ProductionScience - Packaging - Production Management - GMP","https://wuzzuf.net/jobs/p/9ok598wzrScw-Production-Specialist-Packaging-APEX-Pharma-Cairo-Egypt"
"Senior Analyst - Cities, regions & urban planning","Boston Consulting Group (BCG)","Riyadh, Saudi Arabia","19 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Analyst/Research - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Analysis - Business Analysis - Finance - Accounting - Financial Analysis","https://wuzzuf.net/jobs/p/g/c4UXPkoMWekz-Senior-Analyst---Cities-regions-urban-planning-Boston-Consulting-Group-BCG-Riyadh-Saudi-Arabia"
"Senior Backend Developer","Nxt Sollution LLC","Cairo, Egypt","30 days ago","Full Time","Remote","Experienced","5 - 10 Yrs of Exp","IT/Software Development - Engineering - Telecom/Technology - Agile Methodology - MySQL - Programming - XML Schema - AgileComputer Science - Design - Git","https://wuzzuf.net/jobs/p/tfPDVzNS1pLc-Senior-Backend-Developer-Nxt-Sollution-LLC-Cairo-Egypt"
"Senior Java Developer","Giza Systems","New Cairo, Cairo, Egypt","1 month ago","Full Time","Hybrid","Experienced","5 - 15 Yrs of Exp","IT/Software Development - Engineering - Telecom/TechnologyComputer Science - developer - Information Technology (IT) - Java Developer - senior - Software Development - Software Engineering - Java","https://wuzzuf.net/jobs/p/eBMlOZKor804-Senior-Java-Developer-Giza-Systems-Cairo-Egypt"
"WFM -VBA- SQL Developer","Giza Systems","New Cairo, Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","5 - 10 Yrs of Exp","IT/Software DevelopmentComputer Science - Information Technology (IT) - server - SQL - Troubleshooting - analytical - Communication - MS - Software Development","https://wuzzuf.net/jobs/p/wM2aNMB1UYYD-WFM--VBA--SQL-Developer-Giza-Systems-Cairo-Egypt"
"Full stack Senior .net core Developer","Syscodeia","New Cairo, Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","3 - 7 Yrs of Exp","IT/Software Development - Engineering - Telecom/Technology - AgileComputer Science - core - Angular - CSS - Github - Microservices - Information Technology (IT)","https://wuzzuf.net/jobs/p/6qIjlcyQrOEV-Full-stack-Senior-net-core-Developer-Syscodeia-Cairo-Egypt"
"Infrastructure Engineer","Decorative Glass And Arab Union Glass Group","Obour City, Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","5 - 8 Yrs of Exp","IT/Software Development - Engineering - Telecom/Technology - CCNAComputer Science - Configuration - Engineering - Information Technology (IT) - Infrastructure - ITIL - MCSE","https://wuzzuf.net/jobs/p/eR3oLjSlv1AE-Infrastructure-Engineer-Decorative-Glass-And-Arab-Union-Glass-Group-Cairo-Egypt"
"Technical Specialist - SaaS Associate","RISEUP (Endemag for Administrative Skills Development)","Giza, Egypt","1 month ago","Full Time","Hybrid","Experienced","3 - 5 Yrs of Exp","IT/Software Development - Engineering - Telecom/Technology - IT - Information Technology (IT)Computer Science - Customer Service - Technical Support - network","https://wuzzuf.net/jobs/p/0hAZdY6CwBHR-Technical-Specialist---SaaS-Associate-RISEUP-Endemag-for-Administrative-Skills-Development-Giza-Egypt"
"Full Stack Developer","Orange Studio","Nasr City, Cairo, Egypt","1 month ago","Internship","On-site","Entry Level","Computer Science","IT/Software DevelopmentComputer Science - PHP - jQuery - HTML - CSS - JavaScript","https://wuzzuf.net/internship/cXtwj58WYNyC-Full-Stack-Developer-Orange-Studio-Cairo-Egypt"
"Entry-Level Remote Administrative Clerk","Vuzilla Inc.","Riyadh, Saudi Arabia","20 days ago","Full Time","","Not specified","computer science","Administration - IT/Software Development - Engineering - Telecom/Technology - administration - information technology (it) - microsoft officecomputer sciencedata entry - communication skills - maintenance","https://wuzzuf.net/jobs/p/g/6n4Ih3FwefTw-Entry-Level-Remote-Administrative-Clerk-Vuzilla-Inc-Riyadh-Saudi-Arabia"
"Junior Oracle Applications Development Specialist","Wadi Group","Sheikh Zayed, Giza, Egypt","1 month ago","Full Time","On-site","Entry Level","0 - 1 Yrs of Exp","Business Development - IT/Software Development - business - Communication skills - ApplicationsComputer Science - Information Technology (IT) - Oracle Applications - Oracle - Software Development","https://wuzzuf.net/jobs/p/ZC1T1dbca1GW-Junior-Oracle-Applications-Development-Specialist-Wadi-Group-Giza-Egypt"
"IOS App Developer","Outservingplus","Nasr City, Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","3 - 5 Yrs of Exp","IT/Software Development - Android - Angular Js - ApacheComputer Science - Java - SDK","https://wuzzuf.net/jobs/p/tdtgDTUhzJXX-IOS-App-Developer-Outservingplus-Cairo-Egypt"
"Contact Center Officer","Nathan & Nathan","Dubai, United Arab Emirates","21 days ago","Full Time","","Entry Level","None","Customer Service/Support - Operations/Management - Project/Program Management - Customer Service - Customer Care - Customer Support - Call Center - Contact Center - Microsoft Office - Computer Skills","https://wuzzuf.net/jobs/p/g/QLPdbHvqypoe-Contact-Center-Officer-Nathan-Nathan-Dubai-United-Arab-Emirates"
"IT Administrator","Decorama","Shubra Alkhaymah, Qalubia, Egypt","1 month ago","Full Time","On-site","Experienced","5 - 15 Yrs of Exp","Administration - IT/Software Development - Information Technology (IT) - Computer Maintenance - Network Troubleshooting - Microsoft SQL Server - Network Administration - Networks - Networking - Kaspersky","https://wuzzuf.net/jobs/p/68AqdhTEX5HU-IT-Administrator-Decorama-Qalubia-Egypt"
"Senior PHP Developer (Laravel)","Our Education","Nasr City, Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","3 - 5 Yrs of Exp","IT/Software Development - Engineering - Telecom/Technology - PHPComputer Science - Laravel - HTML5 - CSS3 - MVC - Programming - javaScript","https://wuzzuf.net/jobs/p/9egCb9gMnl3Q-Senior-PHP-Developer-Laravel-Our-Education-Cairo-Egypt"
"Senior Wordpress Developer","9H Capital","Cairo, Egypt","1 month ago","Full Time","Remote","Experienced","5 - 8 Yrs of Exp","IT/Software Development - Quality - Engineering - Telecom/TechnologyComputer Science - CSS3 - HTML5 - Information Technology (IT) - JavaScript - MVC - MySQL","https://wuzzuf.net/jobs/p/Cf5XkpECEYF9-Senior-Wordpress-Developer-9H-Capital-Cairo-Egypt"
"Quality Engineer - Giza","SE Wiring Systems EGYPT","6th of October, Giza, Egypt","1 month ago","Full Time","On-site","Entry Level","0 - 1 Yrs of Exp","Manufacturing/Production - Quality - Engineering - Other - Engineering - quality - Quality Assurance - Quality ControlScience","https://wuzzuf.net/jobs/p/hO4b9i4sx2Ba-Quality-Engineer---Giza-SE-Wiring-Systems-EGYPT-Giza-Egypt"
"Software Engineer - (Laravel, Vue, Golang)","Our Education","Nasr City, Cairo, Egypt","1 month ago","Full Time","On-site","Manager","5+ Yrs of Exp","IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT) - Software Development - Software Engineering - EngineeringComputer Science - Web Development - PHP - OOP","https://wuzzuf.net/jobs/p/mKedoDrlsBeP-Software-Engineer---Laravel-Vue-Golang-Our-Education-Cairo-Egypt"
"Senior Backend Developer ( NodeJS - MongoDB )","QARA","New Cairo, Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","3 - 7 Yrs of Exp","IT/Software Development - Engineering - Telecom/TechnologyComputer Science - backend - Information Technology (IT) - MongoDB - Node.js - Software Development - Js - Software Engineering","https://wuzzuf.net/jobs/p/4psJbd7ruJjh-Senior-Backend-Developer-NodeJS---MongoDB-QARA-Cairo-Egypt"
"Sr Medical Science Liaison (12 months Contract)","PTC Therapeutics, Inc.","Dubai, United Arab Emirates","2 days ago","Full Time","","Experienced","computer science","IT/Software Development - Medical/Healthcare - Pharmaceuticalcomputer science - information technology (it) - pharmacyscience - medical - analytical - healthcare","https://wuzzuf.net/jobs/p/g/u8yGfbawoorS-Sr-Medical-Science-Liaison-12-months-Contract-PTC-Therapeutics-Inc-Dubai-United-Arab-Emirates"
"AI Technical Team Lead (Computer Vision Focus & NLP)","Lumin","Sheikh Zayed, Giza, Egypt","1 month ago","Full Time","Hybrid","Manager","4 - 7 Yrs of Exp","IT/Software Development - Artificial Intelligence (AI) - Team LeadershipComputer Science - Engineering - Software Development - TensorFlow - PyTorch - Python - Agile","https://wuzzuf.net/jobs/p/ZF3tACCcqxSi-AI-Technical-Team-Lead-Computer-Vision-Focus-NLP-Lumin-Giza-Egypt"
"IT Support Executive","Asfour Crystal","New Menia, Minya, Egypt","1 month ago","Full Time","On-site","Experienced","3 - 5 Yrs of Exp","Customer Service/Support - IT/Software Development - Engineering - Telecom/Technology - Communication skillsComputer Science - Information Technology (IT) - Information technology - Customer Support - technical","https://wuzzuf.net/jobs/p/YOj5zPuqpOWL-IT-Support-Executive-Asfour-Crystal-Minya-Egypt"
"Food Quality Assurance Officer","Verdemar","Ausim, Giza, Egypt","1 month ago","Full Time","On-site","Experienced","3 - 7 Yrs of Exp","R&D/Science - Hospitality/Hotels/Food Services - Quality - Quality Control - Quality Assurance - Manufacturing - food safety - HACCP - Food - Safety","https://wuzzuf.net/jobs/p/4WaYAy0Skz2a-Food-Quality-Assurance-Officer-Verdemar-Giza-Egypt"
